Company_Name,Job_Role,Experience,Location,Salary,Date_posted,Review,Rating
US Healthcare,Freshers BDS -Non Clinical -Bangalore-US Shift,0-2 Yrs,Bengaluru(Electronic City),1-4 Lacs PA,6 Days Ago,,
Capgemini,Golang Senior /Lead position - Bangalore,7-12 Yrs,Hybrid - Bengaluru,15-30 Lacs PA,7 Days Ago,43852 Reviews,3.7
Oracle,Portuguese Language Expert(C1/C2 Certification/MA Portuguese),2-7 Yrs,Hybrid - Bangalore/Bengaluru,Not disclosed,4 Days Ago,5384 Reviews,3.7
education,Payroll & Compliance Manager - Bangalore - Chamarajpet,7-12 Yrs,Bengaluru,9-10 Lacs PA,4 Days Ago,,
Hdfc Bank,Current Account RM - Bangalore - Interview on Interview on 15th Apr'25,15 Apr,Bengaluru(Infantry Road +1),5-10 Lacs PA,1 Day Ago,41251 Reviews,3.9
Hdfc Bank,Branch Sales Manager - Bangalore - Interview on 15th April'25,15 Apr,Bengaluru(Halasur +2),7-16 Lacs PA,1 Day Ago,41251 Reviews,3.9
Hdfc Bank,Personal Banker Authorizer - Bangalore - Interview on 15th Apr'25,15 Apr,Bengaluru(Church Street),7-14 Lacs PA,1 Day Ago,41251 Reviews,3.9
Hdfc Bank,Teller Authorizer - Bangalore - Interview on 15th Apr'25,15 Apr,Bengaluru(Church Street +1),7-14 Lacs PA,1 Day Ago,41251 Reviews,3.9
Info Edge,Tamil | Telesales | 99acres.com | Bangalore,1-6 Yrs,Bengaluru,Not disclosed,Few Hours Ago,2049 Reviews,3.9
Info Edge,Malayalam | Telesales | 99acres.com | Bangalore,1-6 Yrs,Bengaluru,Not disclosed,Few Hours Ago,2049 Reviews,3.9
Simplilearn,Elearning Content Developer,1-5 Yrs,Bengaluru,1-5 Lacs PA,6 Days Ago,687 Reviews,3.2
Wells Fargo,"Senior Software Engineer - Application/Production Support, Splunk, SRE",4-6 Yrs,Hyderabad,Not disclosed,5 Days Ago,6730 Reviews,3.8
Wells Fargo,Senior Technology & Data Engineer,4-9 Yrs,Hyderabad,Not disclosed,5 Days Ago,6730 Reviews,3.8
Kotak Life Insurance,Bancassurance Sales Manager,1-6 Yrs,"Hubli, Bengaluru, Belgaum",1.25-4.75 Lacs PA,Few Hours Ago,2930 Reviews,3.7
Jindal Aluminium,Head Production - FRP,15-20 Yrs,Bangalore/Bengaluru(Dabaspete),15-25 Lacs PA,1 Day Ago,372 Reviews,3.8
Oracle,Collection - Senior Analyst(US Shift - 7 PM - 4 AM),2-5 Yrs,Hybrid - Bangalore/Bengaluru,Not disclosed,4 Days Ago,5384 Reviews,3.7
Hdfc Bank,Preferred Relationship Manager - Bangalore- Interview on 16th April'25,16 Apr,Bengaluru(Indira Nagar +1),8-17 Lacs PA,3 Days Ago,41251 Reviews,3.9
Hdfc Bank,Branch Sales Manager - Bangalore - Interview drive on 16th April'25,16 Apr,Bengaluru(BEML Layout +1),5-15 Lacs PA,3 Days Ago,41251 Reviews,3.9
Hdfc Bank,Infiniti Relationship Manager - Bangalore - Interview on 16th April'25,16 Apr,Bengaluru(Indira Nagar),15-30 Lacs PA,3 Days Ago,41251 Reviews,3.9
Hdfc Bank,Personal Banker Sales - Bangalore - Interview drive on 16th April'25,16 Apr,Bengaluru(Gottigere +3),2.75-4.5 Lacs PA,3 Days Ago,41251 Reviews,3.9
Ecommerce Industry,Graphic Designer (1 Year contractual job only),8-13 Yrs,Bengaluru,11-14 Lacs PA,2 Days Ago,,
Axtria,Gen AI Experts,5-10 Yrs,Hybrid - Noida,Not disclosed,Just Now,592 Reviews,3.0
Axtria,Full Stack Engineer,4-9 Yrs,Hybrid - Noida,Not disclosed,Just Now,592 Reviews,3.0
Axtria,Fullstack Architect - Immediate Joiners,12-15 Yrs,Hybrid - Noida,Not disclosed,Just Now,592 Reviews,3.0
Axtria,Business Intelligence Engineer / Lead (Tableau),5-10 Yrs,Noida,Not disclosed,Just Now,592 Reviews,3.0
Axtria,Full Stack Engineer- Manager,5-10 Yrs,Hybrid - Noida,20-35 Lacs PA,Just Now,592 Reviews,3.0
HTC Global Services,Immediate Openings For Java Backend Developer - Contract Position,2-7 Yrs,Chennai,Not disclosed,Today,1514 Reviews,3.5
Deutsche Bank,"Regulatory reporting team, Associate",5-8 Yrs,Jaipur,Not disclosed,4 Days Ago,3604 Reviews,3.9
Infosys,SAP Technology COE -ABAP Lead Consultant,9-11 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP Successfactor Consultant,9-11 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP BASIS Consultant,3-5 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP IBP Consultant,5-7 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP IBP Consultant,2-3 Yrs,Noida,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP PS Consultant,2-3 Yrs,Kolkata,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP PS Consultant,5-7 Yrs,Coimbatore,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP PP/QM Consultant,9-11 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP FICO Consultant,1-2 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,Test Engineer,3-6 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP SD Consultant,2-4 Yrs,Hubli,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP EWM Consultant,2-4 Yrs,Chennai,Not disclosed,4 Days Ago,41032 Reviews,3.6
Infosys,SAP BASIS Consultant,2-3 Yrs,Kolkata,Not disclosed,4 Days Ago,41032 Reviews,3.6
EY,Senior Consultant - Business Consulting Risk,3-5 Yrs,Bengaluru,Not disclosed,4 Days Ago,11291 Reviews,3.4
EY,Digital-Staff-Machine Learning Developer,2-6 Yrs,Chennai,Not disclosed,4 Days Ago,11291 Reviews,3.4
EY,Consultant - Business Consulting Risk,1-3 Yrs,Bengaluru,Not disclosed,4 Days Ago,11291 Reviews,3.4
Ceasefire,Area Sales Manager,1-6 Yrs,"Hybrid - Tiruppur, Salem, Thiruvananthapuram",3-4.25 Lacs PA,4 Days Ago,896 Reviews,3.1
Infosys,Functional Lead -SF EC,12-20 Yrs,Chennai,Not disclosed,5 Days Ago,41032 Reviews,3.6
Infosys,SAP SF ECP Functional Lead,12-20 Yrs,Chennai,Not disclosed,5 Days Ago,41032 Reviews,3.6
Infosys,SAP BASIS Consultant,2-3 Yrs,Coimbatore,Not disclosed,5 Days Ago,41032 Reviews,3.6
Infosys,SAP MM Consultant,5-7 Yrs,Coimbatore,Not disclosed,5 Days Ago,41032 Reviews,3.6
Infosys,SAP SD Consultant,5-7 Yrs,Kolkata,Not disclosed,5 Days Ago,41032 Reviews,3.6
Infosys,SAP RAR Consultant,2-3 Yrs,Chennai,Not disclosed,5 Days Ago,41032 Reviews,3.6
Infosys,SAP SD Consultant,5-8 Yrs,Chennai,Not disclosed,5 Days Ago,41032 Reviews,3.6
Accenture,GN-Aerospace&Defence-Analyst,5-9 Yrs,Chennai,Not disclosed,5 Days Ago,59125 Reviews,3.8
Swiggy,Executive - Merch,1-2 Yrs,Bengaluru,Not disclosed,5 Days Ago,4287 Reviews,3.8
Atos,Senior Salesforce Developer,6-12 Yrs,Chennai,Not disclosed,5 Days Ago,4255 Reviews,3.8
Capco,Agile Coach,10-22 Yrs,"Chennai, Bengaluru",Not disclosed,5 Days Ago,543 Reviews,3.7
Hitachi Energy,GIS Secondary Engineer - PE,7-9 Yrs,Chennai,Not disclosed,5 Days Ago,721 Reviews,4.1
Hitachi Energy,GIS Secondary Engineer - APE,2-4 Yrs,Chennai,Not disclosed,5 Days Ago,721 Reviews,4.1
Hitachi Energy,Business R&D,2-5 Yrs,Bengaluru,Not disclosed,5 Days Ago,721 Reviews,4.1
"NTT DATA, Inc.",Network Engineer,8-13 Yrs,Noida,Not disclosed,5 Days Ago,2991 Reviews,4.0
"NTT DATA, Inc.",Saviynt - Technical Solns.Arch. Specialist Advisor,3-5 Yrs,Noida,Not disclosed,5 Days Ago,2991 Reviews,4.0
Accenture,S&C - GN - CFO EV - EPM - Manager,8-12 Yrs,Gurugram,Not disclosed,6 Days Ago,59125 Reviews,3.8
Wipro,Senior Analyst,1-3 Yrs,Gurugram,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Test Engineer,1-4 Yrs,Chennai,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Analyst,1-3 Yrs,Gurugram,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Senior Analyst,1-3 Yrs,Gurugram,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Analyst,1-3 Yrs,Gurugram,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Analyst,1-3 Yrs,Gurugram,Not disclosed,6 Days Ago,55027 Reviews,3.7
Wipro,Java Full Stack Technical Lead,6-10 Yrs,Chennai,Not disclosed,6 Days Ago,55027 Reviews,3.7
Ather Energy,Supplier Manager - IT & Services Procurement,7-10 Yrs,Bengaluru,Not disclosed,6 Days Ago,607 Reviews,4.0
Mphasis,Splz Senior Infra Engineer,5-8 Yrs,Bengaluru,Not disclosed,6 Days Ago,8680 Reviews,3.4
Mphasis,Delivery Project Lead,8-10 Yrs,Bengaluru,Not disclosed,6 Days Ago,8680 Reviews,3.4
Hitachi Energy,Project Engineer Entry Professional,2-4 Yrs,Chennai,Not disclosed,6 Days Ago,721 Reviews,4.1
Hitachi Energy,Customer Connect Specialist,1-2 Yrs,Chennai,Not disclosed,6 Days Ago,721 Reviews,4.1
EY,Fixed Equipment Inspection Engineer - Bangalore,5-10 Yrs,Bengaluru,10-20 Lacs PA,6 Days Ago,11291 Reviews,3.4
Oracle,Principal Database Administrator,8-13 Yrs,"Kochi, Chennai",Not disclosed,6 Days Ago,5384 Reviews,3.7
Infosys,Sap Abap Consultant,1-6 Yrs,Hybrid - Chennai,"50,000-3 Lacs PA",6 Days Ago,41032 Reviews,3.6
Accenture,S&C - GN - CFO EV - ERP Platforms - Manager,8-12 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - Mangement Consulting - CFO&EV - Analyst,3-8 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,7-12 Yrs,Ahmedabad,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&CGN - Tech Strategy & Advisory - IT Strategy Consultant,6-9 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Resources - Data Science Consultant,4-8 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - HR -Consultant,3-6 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Comms - Analyst,2-4 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Comms Media -Analyst,3-6 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Comms Media -Analyst,2-4 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Media Design - Consultant,10-15 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Instructional Design Senior Analyst,6-11 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Media Design - Consultant,4-9 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - HR -Consultant,3-6 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Comms - Analyst,2-4 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Comms Media -Analyst,3-6 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Comms Media -Analyst,2-4 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Media Design - Consultant,10-15 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Instructional Design Senior Analyst,6-11 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C GN - T&O - Media Design - Consultant,4-9 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Technology Architect,7-12 Yrs,Ahmedabad,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - T&O - Human Capital Analytics - Consultant,5-10 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Supply Chain Analytics - Consultant,5-6 Yrs,Kolkata,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Supply Chain Analytics - Analyst,2-3 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Google Gen AI - Consultant,5-10 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - Strategy - Transaction Advisory IT- Manager,5-10 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN_Strategy_India_EVT_Manager_CL07,3-8 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - SONG - Service - Google Gen AI - Analyst,5-10 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Supply Chain Analytics - Analyst,2-3 Yrs,Chennai,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - Strategy - MC - CFO EV -Treasury - Consultant,4-7 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN - Strategy - MC - CFO EV €“ERP Platforms - Senior Manager,15-18 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,S&C Global Network - AI - Life Sciences -Data Science Consultant,2-6 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN-Public Services-Data Strategy-Consultant,4-8 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,GN-Public Services-Data Strategy-Consultant,4-8 Yrs,Gurugram,Not disclosed,7 Days Ago,59125 Reviews,3.8
Accenture,Data Platform Engineer,7-12 Yrs,Kolkata,Not disclosed,7 Days Ago,59125 Reviews,3.8
KPMG India,Executive - Cyber Transformation,3-5 Yrs,Gurugram,Not disclosed,7 Days Ago,5751 Reviews,3.5
EY,Manager - PAS WKFA - HR Transactions & HR Actuarial Services,6-9 Yrs,Bengaluru,Not disclosed,7 Days Ago,11291 Reviews,3.4
Goldman Sachs,Associate,4-5 Yrs,Bengaluru,Not disclosed,7 Days Ago,1271 Reviews,3.5
Capco,BA/PM - Treasury,4-12 Yrs,Bengaluru,Not disclosed,7 Days Ago,543 Reviews,3.7
Mphasis,Lead Infrastr Engineer,5-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,8680 Reviews,3.4
Mphasis,Delv Senior Software Eng,4-6 Yrs,Bengaluru,Not disclosed,7 Days Ago,8680 Reviews,3.4
IQVIA,Safety Associate,1-2 Yrs,Kolkata,Not disclosed,7 Days Ago,4250 Reviews,3.9
US Mortgage Client,US Mortgage UnderWriter,4-9 Yrs,Bengaluru,7.5-13 Lacs PA,7 Days Ago,,
Chai Point,Chai Point Staff @ Bangalore International Airport,07 Apr - 16 Apr,Bengaluru(Devanahalli Int Airport),"50,000-2.5 Lacs PA",8 Days Ago,198 Reviews,3.7
Infosys,SAP MM Consultant,9-11 Yrs,Chennai,Not disclosed,3 Days Ago,41032 Reviews,3.6
Infosys,SAP PM Consultant,1-2 Yrs,Hubli,Not disclosed,4 Days Ago,41032 Reviews,3.6
SAP,SAP Security and GRC & S4/Hana Implementation Consultant,3-8 Yrs,Gurugram,Not disclosed,4 Days Ago,1748 Reviews,4.2
Zensar,COTS Product Business Architecture,10-12 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,4 Days Ago,2569 Reviews,3.7
Zensar,Business Analyst,2-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,4 Days Ago,2569 Reviews,3.7
Zensar,Senior IAM Developer,6-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,4 Days Ago,2569 Reviews,3.7
Zensar,PHP Developers,3-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,4 Days Ago,2569 Reviews,3.7
Sykes,Team Leader - Operations,3-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,4 Days Ago,703 Reviews,3.4
Technip Energies,IT Change Manager,10-15 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,650 Reviews,4.0
Zensar,Atlassian Discovery Implementation,4-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,Workday Extend Developer,6-10 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,PC Integration Dev,5-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,MS Dynamics AX Technical,4-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,DE&A - Core - Cloud Data Engineering - Snowflake Data Engineering,5-15 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,DE&A - Core - Advanced Data Engineering - Business Analyst,2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,DE&A - AIML - Conversational Systems,3-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,"AI/ML TESTING-AI, ML, DEEP LEARNING, DATA MINING, ANALYTICS",3-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Zensar,AES - Python Backend Engineer,3-4 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,2569 Reviews,3.7
Sykes,Specialist Procurement,2-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,5 Days Ago,703 Reviews,3.4
Zensar,Service Now BA,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,2569 Reviews,3.7
Zensar,PAYROLL AND EMPLOYEE REIMBURSEMENTS,4-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,2569 Reviews,3.7
Zensar,Network Architect,9-12 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,2569 Reviews,3.7
Zensar,IBM App Connect Enterprise,3-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,2569 Reviews,3.7
Zensar,Cloud IaaS-Migration and Engineering-Azure,6-10 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,2569 Reviews,3.7
Zensar,Front End Developer - AEM,5-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,2569 Reviews,3.7
Zensar,DE&A - Core - Cloud Data Engineering - Snowflake Data Engineering,6-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,2569 Reviews,3.7
Cytel,Senior Biostatistician FSP - Oncology,5-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,48 Reviews,4.4
Cytel,Proposals & Contracts Manager,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,48 Reviews,4.4
Zensar,Excel Macro Expert,3-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,2569 Reviews,3.7
Zensar,Excel Macro Expert,3-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,2569 Reviews,3.7
Zensar,SERVICENOW ADMIN,4-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,2569 Reviews,3.7
Zensar,SERVICENOW EXPERT,4-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,2569 Reviews,3.7
Zensar,Guidewire Claim Center Integration Developer,4-10 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,2569 Reviews,3.7
Zensar,Java Full Stack Lead,7-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,2569 Reviews,3.7
Zensar,SENIOR INTEGRATION DEVELOPER,7-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,2569 Reviews,3.7
Yash Technologies,Online Help Developer,3-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,1690 Reviews,3.8
Photon,QA Tester| QA Automation,3-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,7 Days Ago,1897 Reviews,4.1
Concentrix,Mainframe and COBOL Developer,1-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,27389 Reviews,3.7
Concentrix,AI Engineering - Developer,5-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,27389 Reviews,3.7
Concentrix,SDET,5-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,27389 Reviews,3.7
Concentrix,MEAN Stack Developer,5-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,27389 Reviews,3.7
Concentrix,AEM Frontend developer - Angular/React/Typescript/Node.js,5-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,27389 Reviews,3.7
Schneider Electric,Enterprise Customer Success Manager,5-10 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,3963 Reviews,4.1
JPMorgan Chase Bank,Payment Lifecycle Manager,10-15 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,6424 Reviews,3.9
Oracle,Oracle Fusion SCM Sr Functional Consultant,4-7 Yrs,"Hybrid - Gandhinagar, Gujarat, Hyderabad/Secunderabad, Bangalore/Bengaluru",15-20 Lacs PA,1 Day Ago,5384 Reviews,3.7
Radisson Hotel Group,Assistant Manager Sales,2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,1951 Reviews,4.0
Radisson Hotel Group,Maintenance Engineer,2-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,1951 Reviews,4.0
Radisson Hotel Group,Finance Manager,8-13 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,1951 Reviews,4.0
Kimberly-Clark Corporation,Property Accounting Global Team Leader,10-15 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not disclosed,8 Days Ago,265 Reviews,4.0
Leading Client,LifeRay Experts,5-10 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,7 Days Ago,,
Leading ITES Company,Study Data Manager : Life Sciences : Apply Now,2-7 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",10-20 Lacs PA,1 Day Ago,,
Infosys,Dot Net Developer (Pan India),5-10 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Not disclosed,4 Days Ago,41032 Reviews,3.6
Leading Top Amc Company - ON Role,Institutional Sales (Family Officer) - ON Role - Top AMC Company - MF,5-10 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",8-13 Lacs PA,1 Day Ago,,
Leading ITES Company,Life Science : Study Data Manager : Apply Now,2-7 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",10-20 Lacs PA,1 Day Ago,,
Wabi Sabi Surfaces,Territory sales head,4-8 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,Just Now,,
Leading Client,Solution Architect – ServiceMax,10-14 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed,Just Now,,
Trigyn Technologies,Consultant,2-7 Yrs,"Mumbai, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,220 Reviews,3.6
Yash Technologies,Power Platform/SharePoint Developer Job,5-10 Yrs,"Mumbai, Hyderabad, Pune",Not disclosed,6 Days Ago,1690 Reviews,3.8
Trigyn Technologies,Artificial Intelligence Developer,3-6 Yrs,"Mumbai, Pune, Chennai, Bengaluru",Not disclosed,6 Days Ago,220 Reviews,3.6
Genpact,Genpact Hiring For Production Support - Informatica,6-11 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,7 Days Ago,32932 Reviews,3.8
Genpact,Genpact Hiring For Java (Graph QL) developer,6-11 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,7 Days Ago,32932 Reviews,3.8
Genpact,Genpact Hiring For Java developer,6-11 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,7 Days Ago,32932 Reviews,3.8
Genpact,Genpact Hiring For Java J2EE developer,6-11 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,7 Days Ago,32932 Reviews,3.8
